Carrier,ID ,Search Ring Name ID,Block,Lot,Zoning District,Hight and Bulk District,Type of Building,Preference (1-7),Type of Consumer Services,Type of Consumer Products,Number of Antennas,Location of BTS,Type of Technology,Radio Frequency Range (Megahertz),Power Output of Equipment (Watts),Height to Top of Antenna,Name of Community Liason,Phone Number of Community Liason,Comments,Latitude,Longitude
Tmobile,SF03023,,3706,093,C-3-R,400-1,Office,,"voice, video, data",,6,Roof,,1900 / 2100 /700,,44.97265,Rana.Christie30@T-Mobile.com,,,37.78619411,-122.4025
Tmobile,LSF1030BA51,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.75372,-122.421662
Tmobile,LSF1023BA21,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.73175,-122.381548
Tmobile,SF13027,,3711,019,C3-O,400-S,Parking Garage,,"voice, video, data",,1,Roof,,1900 / 2100,,33.2505,Rana.Christie30@T-Mobile.com,,,37.79212182,-122.395445
Tmobile,SF1050BA_31,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.732685,-122.393373
Tmobile,LSF1050BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.732685,-122.393373
Tmobile,SF13010,,,,,,Public,,"voice, video, data",,3,Ground,,700 / 1900 / 2100,,80,Rana.Christie30@T-Mobile.com,,Presidio,,
Tmobile,SF1050BA_51,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.730133,-122.393509
Tmobile,LSF1050BA51,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,20,T-Mobile NOC,,Small cell,37.730133,-122.393509
Tmobile,LSF1007BA41,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.780612,-122.415398
Tmobile,LSF1022BA31,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.73174,-122.37949
Tmobile,SF03064,,6956,023,NC-3,65-A,Nbr-Com,,"voice, video, data",,4,Roof,,1900 / 2100,,71.2784,Rana.Christie30@T-Mobile.com,,,37.721916,-122.4378608
Tmobile,SF93912,,3794,026,M-2,150X,Engineering DAS,,"voice, video, data",,N/A,Shelter,,1900 / 2100,,DAS,Rana.Christie30@T-Mobile.com,,DAS,37.778674,-122.389276
Tmobile,SF93913,,3794,026,M-2,150X,Engineering DAS,,"voice, video, data",,N/A,Shelter,,1900 / 2100,,DAS,Rana.Christie30@T-Mobile.com,,DAS,37.778674,-122.389276
Tmobile,SF93914,,3794,026,M-2,150X,Engineering DAS,,"voice, video, data",,N/A,Shelter,,1900 / 2100,,DAS,Rana.Christie30@T-Mobile.com,,DAS,37.778674,-122.389276
Tmobile,SF93915,,3794,026,M-2,150X,Engineering DAS,,"voice, video, data",,N/A,Shelter,,1900 / 2100,,DAS,Rana.Christie30@T-Mobile.com,,DAS,37.778674,-122.389276
Tmobile,SF93916,,3794,026,M-2,150X,Engineering DAS,,"voice, video, data",,N/A,Shelter,,1900 / 2100,,DAS,Rana.Christie30@T-Mobile.com,,DAS,37.778674,-122.389276
Tmobile,SF93917,,3794,026,M-2,150X,Engineering DAS,,"voice, video, data",,N/A,Shelter,,1900 / 2100,,DAS,Rana.Christie30@T-Mobile.com,,DAS,37.778674,-122.389276
Tmobile,SF43579,,ROW,ROW,Valencia St NCT,55-X,Utility Pole,,"voice, video, data",,1,Pole,,1900 / 2100,,51.1322,Rana.Christie30@T-Mobile.com,,DAS non-anchor id,37.76230700,-122.42246600
Tmobile,SF03090,,3180,001,P/NC-2,40-X/65-A,Public,,"voice, video, data",,6,Ground,,1900 / 2100,,60.32305,Rana.Christie30@T-Mobile.com,,,37.72355489,-122.4528611
Tmobile,SF23293,,5548,003,RH-1 (D),40-X,Commercial,,"voice, video, data",,6,Internal,,1900 / 2100,,41.68755,Rana.Christie30@T-Mobile.com,,,37.7431,-122.415
Tmobile,LSF1060BA11,,ROW,ROW,NA,NA,Pole,,LTE1900 / LTE2100,,1,On pole,,15MHz of 1900 / 20MHz of 2100,,30,T-Mobile NOC,,Small cell,37.793598,-122.392895
Tmobile,SF03027,,2636,003,RM-4,40-X,Residential,,"voice, video, data",,6,Roof,,700 / 1900 / 2100,,123.29905,Rana.Christie30@T-Mobile.com,,,37.759098,-122.462983
Tmobile,SF03148,,0234,017,C-3-O,200-S,Commercial,,"voice, video, data",,2,Ground,,1900 / 2100,,10.004,Rana.Christie30@T-Mobile.com,,,37.79394411,-122.3958052
Tmobile,SF03146,,NA,NA,NA,NA,Office,,"voice, video, data",,1 (tripletree),Internal,,1900 / 2100,,26.9981,Rana.Christie30@T-Mobile.com,,,37.784333,-122.40875
Tmobile,SF03582,,3513,001,C-M,105-E,Quasi-Public,,"voice, video, data",,3,Roof,,1900 / 2100,,75.28,Rana.Christie30@T-Mobile.com,,,37.77136044,-122.4204993
Tmobile,SF13199,,ROW,ROW,P (Public),40-X,Utility Pole,,"voice, video, data",,3,Shelter,,700 / 1900 / 2100,,29.2944,Rana.Christie30@T-Mobile.com,,Presidio,37.7983,-122.469
Tmobile,SF0001BA-1,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,pole,,2100,,27,T-Mobile NOC,,Small cell,37.792692,-122.411092
Tmobile,SF0001BA-2,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,pole,,2100,,26,T-Mobile NOC,,Small cell,37.792167,-122.408591
Tmobile,SF0001BA-3,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,pole,,2100,,27,T-Mobile NOC,,Small cell,37.791003,-122.410581
Tmobile,SF0002BA-1,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,pole,,2100,,28,T-Mobile NOC,,Small cell,37.791167,-122.407964
Tmobile,SF0002BA-2,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,pole,,2100,,27,T-Mobile NOC,,Small cell,37.793625,-122.401261
Tmobile,SF0002BA-3,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,26.5,T-Mobile NOC,,Small cell,37.789647,-122.408772
Tmobile,SF0003BA-1,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,27,T-Mobile NOC,,Small cell,37.783489,-122.409264
Tmobile,SF0003BA-2,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,27,T-Mobile NOC,,Small cell,37.785019,-122.411284
Tmobile,SF0003BA-3,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,26,T-Mobile NOC,,Small cell,37.785594,-122.405767
Tmobile,SF0004BA-1,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,27,T-Mobile NOC,,Small cell,37.785203,-122.400439
Tmobile,SF0004BA-2,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,25.5,T-Mobile NOC,,Small cell,37.783308,-122.399225
Tmobile,SF0004BA-3,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,27,T-Mobile NOC,,Small cell,37.77785,-122.403247
Tmobile,SF0005BA-1,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,27,T-Mobile NOC,,Small cell,37.792022,-122.398447
Tmobile,SF0005BA-2,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,27.6,T-Mobile NOC,,Small cell,37.78683,-122.399906
Tmobile,SF0005BA-3,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,27.2,T-Mobile NOC,,Small cell,37.787017,-122.398694
Tmobile,SF0006BA-1,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,26.7,T-Mobile NOC,,Small cell,37.790331,-122.398153
Tmobile,SF0006BA-2,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,27,T-Mobile NOC,,Small cell,37.789322,-122.398297
Tmobile,SF0006BA-3,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,26,T-Mobile NOC,,Small cell,37.789089,-122.395142
Tmobile,SF0007BA-1,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,27,T-Mobile NOC,,Small cell,37.790075,-122.394319
Tmobile,SF0007BA-2,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,27.2,T-Mobile NOC,,Small cell,37.792708,-122.397386
Tmobile,SF0007BA-3,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,26.5,T-Mobile NOC,,Small cell,37.794553,-122.397381
Tmobile,SF0008BA-1,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,28,T-Mobile NOC,,Small cell,37.792375,-122.399725
Tmobile,SF0008BA-2,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,25,T-Mobile NOC,,Small cell,37.792053,-122.402017
Tmobile,SF0008BA-3,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,28,T-Mobile NOC,,Small cell,37.792714,-122.403333
Tmobile,SF0009BA-1,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,27.5,T-Mobile NOC,,Small cell,37.796172,-122.398033
Tmobile,SF0009BA-2,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,26,T-Mobile NOC,,Small cell,37.795006,-122.401122
Tmobile,SF0009BA-3,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,2,On pole,,2100,,28.5,T-Mobile NOC,,Small cell,37.795528,-122.405108
Tmobile,SF1030BA_31,,ROW,ROW,NA,NA,Pole,,"voice, video, data",,,On pole,,2100/1900,,,T-Mobile NOC,,Small cell,37.755042,-122.423186
Tmobile,SF33491,,6516,001A,NCT,OS,Engineering DAS,,"voice, video, data",,N/A,Shelter,,1900 / 2100,,15,Rana.Christie30@T-Mobile.com,,DAS,37.75185,-122.41857
Tmobile,SF03068A,,ROW,ROW,NA,NA,Industrial,,"voice, video, data",,9,Roof,,1900/2100/600/700,,35,T-Mobile NOC,,,37.620576,-122.39824
Tmobile,SF03122X,,ROW,ROW,NA,NA,Industrial,,"voice, video, data",,2,Roof,,1900/ 2100,,30,T-Mobile NOC,,In-Building - SFO,37.61670211,-122.384996
Tmobile,SF03126X,,ROW,ROW,NA,NA,Industrial,,"voice, video, data",,2,Roof,,1900/ 2100,,10,T-Mobile NOC,,In-Building - SFO,37.61670211,-122.384996
Tmobile,SF03159A,,ROW,ROW,NA,NA,Industrial,,"voice, video, data",,9,Roof,,1900/2100/600/700,,41,T-Mobile NOC,,,37.61658333,-122.385139
Tmobile,SF03181A,,ROW,ROW,NA,NA,Industrial,,"voice, video, data",,6,Roof,,1900/2100,,58,T-Mobile NOC,,,37.628812,-122.401201
Tmobile,SF70044M,,0755,002,NCT,50-X,Commercial,,"voice, video, data",,3,Roof,,1900/2100,,20,T-Mobile NOC,,,37.78,-122.432
Tmobile,SF70505M,,Port,Port,M-2,40-X,Light Pole,,"voice, video, data",,3,Ground,,1900/2100,,63,T-Mobile NOC,,,37.7421,-122.379
Tmobile,SF70555M,,6936,018,NCT,45-X,Commercial,,"voice, video, data",,2,Roof,,1900/2100,,41,T-Mobile NOC,,,37.724183,-122.4588
Tmobile,SF70568M,,6251,016,NC-2,40-X,Commercial,,"voice, video, data",,2,Roof,,1900/2100,,37,T-Mobile NOC,,,37.712392,-122.40736
Tmobile,SF73292A,,3728,001,MUO,65-X,Commercial,,"voice, video, data",,1,Roof,,1900/2100,,85,T-Mobile NOC,,,37.783915,-122.404305
Tmobile,SF83278A,,ROW,ROW,NA,NA,Commercial,,"voice, video, data",,6,Roof,,1900/2100/700,,51,T-Mobile NOC,,,37.805644,-122.417216
Tmobile,SF93462A,,3707,001,C-3-O(SD),150-S,Commercial,,"voice, video, data",,8,Roof,,1900/2100/600/700,,193,T-Mobile NOC,,,37.78908056,-122.4013306
Tmobile,SF13024A,,629,16,RM-1,60-F,Medical,,"voice, video, data",,9,Internal,,600/700/1900/2100/2500,,131.30225,Rana.Christie30@T-Mobile.com,,,37.790128,-122.433268
Tmobile,SF13084A,,3780,006,M2,40-X,Commercial,,"voice, video, data",,6,Rooftop,,600/700/1900/2100/2500,,84.33265,Rana.Christie30@T-Mobile.com,,,37.77194515,-122.405023
Tmobile,SF13089A,,700,18,NC-3,50-X,Hotel,,"voice, video, data",,9,Roof,,600/700/1900/2100/2500,,44.31665,Rana.Christie30@T-Mobile.com,,,37.78528247,-122.428265
Tmobile,SF13093A,,3571,015,CM,50-X,Commercial,,"voice, video, data",,9,Roof,,600/700/1900/2100,,37.205935,Rana.Christie30@T-Mobile.com,,,37.764253,-122.416725
Tmobile,SF13097A,,3116,28,NC-1,32-X,Mixed-Use,,"voice, video, data",,6,Ground,,1900/2100/2500,,25.014356,Rana.Christie30@T-Mobile.com,,,37.731228,-122.448586
Tmobile,SF13102A,,3758,047,SLI,40-X,Commercial,,"voice, video, data",,9,Roof,,1900/2100/2500,,43.129,Rana.Christie30@T-Mobile.com,,,37.7745622,-122.407455
Tmobile,SF13115B,,0011,008,C-2,40-X,Commercial,,"voice, video, data",,9,Roof,,600/700/1900/2100/2500,,51.33585,Rana.Christie30@T-Mobile.com,,,37.807756,-122.417531
Tmobile,SF13116E,,0208,024,C-3-O,40-X,Commercial,,"voice, video, data",,9,Roof,,600/700/1900/2100/2500,,306.7168,Rana.Christie30@T-Mobile.com,,,37.795129,-122.404188
Tmobile,SF13129A,,1365,011,NC-1,40-x,Mixed-Use,,"voice, video, data",,6,Roof,,1900/2100/2500,,38.290784,Rana.Christie30@T-Mobile.com,,,37.782986,-122.460054
Tmobile,SF13324A,,7299,005,P,40X & 130D,Building,,"voice, video, data",,8,Roof,,600/700/1900/2100/2500,,164,Rana.Christie30@T-Mobile.com,,,37.723717,-122.481976
Tmobile,SF13325A,,7080,24,RH-1,40-X,Church,,"voice, video, data",,9,Outdoors,,600/700/1900/2100/2500,,79.2816,Rana.Christie30@T-Mobile.com,,,37.717491,-122.472192
Tmobile,SF13327A,,2380,42,M-1,65-J,Industrial,,"voice, video, data",,3,Ground,,600/700/1900/2100,,33.3125,Rana.Christie30@T-Mobile.com,,,37.752326,-122.393409
Tmobile,SF13453A,,4007,2,M-1,40-X,Industrial,,"voice, video, data",,3,Ground,,700/1900/2100,,60.2904,Rana.Christie30@T-Mobile.com,,,37.762721,-122.400606
Tmobile,SF13455C,,3637,069,NC-3,65-B,Mixed-Use,,"voice, video, data",,10,Ground,,600/700/1900/2100/2500,,119.2648,Rana.Christie30@T-Mobile.com,,,37.75517,-122.418458
Tmobile,SF23200C,,0179,016,CRNC,65-N,Medical,,"voice, video, data",,6,Basement,,600/700/1900/2100/2500,,58.32225,Rana.Christie30@T-Mobile.com,,,37.79578,-122.409728
Tmobile,SF23212B,,0173,001,C-2,84-E,Commercial,,"voice, video, data",,1,Roof,,1900/2100,,32.2665,Rana.Christie30@T-Mobile.com,,,37.797619,-122.399777
Tmobile,SF23221A,,0453,010,NC-1,40-X,Mixed-Use,,"voice, video, data",,9,Roof,,1900/2100/2500,,46.1466,Rana.Christie30@T-Mobile.com,,,37.80521409,-122.423465
Tmobile,SF23222A,,0539,025,UNION NCD,40-X,Mixed-Use,,"voice, video, data",,6,Roof,,600/700/1900/2100,,40.2697,Rana.Christie30@T-Mobile.com,,,37.79677934,-122.43682
Tmobile,SF23233H,,NA,NA,NA,NA,Mixed-Use,,"voice, video, data",,9,NA,,600/700/1900/2100/2500,,78,Rana.Christie30@T-Mobile.com,,,37.77513,-122.44609
Tmobile,SF23236A,,3587,046,NC-1,40-X,Mixed-Use,,"voice, video, data",,6,Roof,,600/700/1900/2100/2500,,50.4705,Rana.Christie30@T-Mobile.com,,,37.76156534,-122.425678
Tmobile,SF23242B,,1617,032A,NC-1,40-X,Mixed-Use,,"voice, video, data",,9,Roof,,1900/2100/2500,,29.1234,Rana.Christie30@T-Mobile.com,,,37.77585597,-122.487294
Tmobile,SF23244A,,1709,015,NC- 1,40-X,Mixed-Use,,"voice, video, data",,9,Roof,,1900/2100/2500,,32.2665,Rana.Christie30@T-Mobile.com,,,37.762641,-122.500824
Tmobile,SF23245A,,1801,049,NC-1,40-X,Mixed-Use,,"voice, video, data",,9,Roof,,1900/2100/2500,,37.761092,Rana.Christie30@T-Mobile.com,,,37.762132,-122.506175
Tmobile,SF23263A,,3780,079,SLI,40X,Commercial,,"voice, video, data",,9,Roof,,1900/2100/2500,,36.2681,Rana.Christie30@T-Mobile.com,,,37.773356,-122.405304
Tmobile,SF23268B,,3554,029,NCT,40-X,Hotel,,"voice, video, data",,3,Basement,,1900/2100,,28.9784,Rana.Christie30@T-Mobile.com,,,37.766409,-122.421714
Tmobile,SF23278A,,6418,065,NC-1,40-X,Commercial,,"voice, video, data",,9,Roof,,1900/2100/2500,,39.1274,Rana.Christie30@T-Mobile.com,,,37.712193,-122.43163
Tmobile,SF23279A,,6409,010,RH-1,65-A,mixed use,,"voice, video, data",,9,Roof,,600/700/1900/2100/2500,,43.2545,Rana.Christie30@T-Mobile.com,,,37.71589,-122.439586
Tmobile,SF23293B,,5548,003,RH-1 (D),40-X,Commercial,,"voice, video, data",,9,Internal,,600/700/1900/2100/2500,,41.68755,Rana.Christie30@T-Mobile.com,,,37.743138,-122.414955
Tmobile,SF33296A,,NA,NA,NA,NA,Residential,,"voice, video, data",,6,Roof,,600/700/1900/2100/2500,,157,Rana.Christie30@T-Mobile.com,,,37.769812,-122.389531
Tmobile,SF43399W,,Mission Bay UCSF Development,Not Available,MB-RA,90-x/160-x,Commercial,,"voice, video, data",,9,Internal,,600/700/1900/2100/2500,,77.31345,Rana.Christie30@T-Mobile.com,,,37.768338,-122.394109
Tmobile,SF43557B,,ROW,ROW,PDR-1-G,68-X,Mixed Use,,"voice, video, data",,9,Indoor,,600/700/1900/2100/2500,,71.31105,Rana.Christie30@T-Mobile.com,,,37.757045,-122.387991
Tmobile,SF43580A,,ROW,ROW,RH-3,40-X,Utility Pole,,"voice, video, data",,9,Pole,,1900/2100/2500,,49.0069,Rana.Christie30@T-Mobile.com,,,37.755928,-122.412127
Tmobile,SF43584B,,ROW,ROW,RC-3,65-A,Mixed-Use,,"voice, video, data",,9,Basement,,1900/2100/2500,,26.1386,Rana.Christie30@T-Mobile.com,,,37.79463889,-122.411222
Tmobile,SF43598B,,3733,107,C-3-S,130-F,Residential,,"voice, video, data",,9,Outdoors,,600/700/1900/2100/2500,,144.29105,Rana.Christie30@T-Mobile.com,,,37.78092293,-122.40389
Tmobile,SF53272A,,ROW,ROW,North Beach,40-X,Utility Pole,,"voice, video, data",,1,Pole,,1900/2100,,38.0065,Rana.Christie30@T-Mobile.com,,,37.799456,-122.408706
Tmobile,SF53447B,,ROW,ROW,RH-3,40-X,Utility Pole,,"voice, video, data",,9,Pole,,1900/2100/2500,,44.0213,Rana.Christie30@T-Mobile.com,,,37.753608,-122.424094
Tmobile,SF53450A,,3987,007,UMU,40-X,Commercial,,"voice, video, data",,9,Roof,,600/700/1900/2100/2500,,52.2872,Rana.Christie30@T-Mobile.com,,,37.764655,-122.394541
Tmobile,SF53470A,,3591,001,PDR-1-G,58-X,Commercial,,"voice, video, data",,9,Outdoors,,600/700/1900/2100/2500,,50.31905,Rana.Christie30@T-Mobile.com,,,37.760679,-122.415221
Tmobile,SF53999A,,ROW,ROW,NC-2,40-X,Mixed-Use,,"voice, video, data",,6,Roof,,1900/2100/2500,,40.115208,Rana.Christie30@T-Mobile.com,,,37.776158,-122.493109
Tmobile,SF60003S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.80091388,-122.4249528
Tmobile,SF60214S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.79088888,-122.4172417
Tmobile,SF62005S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.79958333,-122.4091111
Tmobile,SF63000S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,9,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.72583888,-122.4011833
Tmobile,SF63002S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.789375,-122.4018889
Tmobile,SF63004S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.78193333,-122.4111639
Tmobile,SF63005S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,9,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.78634444,-122.411125
Tmobile,SF63008S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.78616666,-122.4575833
Tmobile,SF63022S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.76116666,-122.4951111
Tmobile,SF63026S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.76871666,-122.4343889
Tmobile,SF63029S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.77956666,-122.401725
Tmobile,SF63030S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.78080555,-122.4730222
Tmobile,SF63035S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.727175,-122.5035278
Tmobile,SF63038S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.7770556,-122.3958333
Tmobile,SF63057S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.7695083,-122.4260917
Tmobile,SF63067S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,9,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.77974166,-122.4637889
Tmobile,SF63138S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.712,-122.461
Tmobile,SF63158S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.79233,-122.4007819
Tmobile,SF63211S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.75878888,-122.40615
Tmobile,SF63216S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.774117,-122.400906
Tmobile,SF63217S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.78710277,-122.3982472
Tmobile,SF63218S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.759363,-122.477172
Tmobile,SF63303S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.79459444,-122.434775
Tmobile,SF63305S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.742,-122.405
Tmobile,SF63307S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.76524444,-122.420025
Tmobile,SF63315S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.78244472,-122.4403614
Tmobile,SF63316S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.71540277,-122.4420111
Tmobile,SF63407S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.734,-122.426
Tmobile,SF63489S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.783835,-122.397744
Tmobile,SF63492S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.776718,-122.414807
Tmobile,SF63495S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.760233,-122.387962
Tmobile,SF63515S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.755128,-122.452907
Tmobile,SF63625S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.79,-122.409
Tmobile,SF63654S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,9,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.7669611,-122.3981583
Tmobile,SF63657S,,NA,NA,NA,NA,ERROR: #N/A,,"voice, video, data",,6,NA,,600/700/1900/2100/2500,,ERROR: #N/A,Rana.Christie30@T-Mobile.com,,,37.7864833,-122.4166111
